premise,hypothesis,label
Một nhóm ngư dân Nam Phi chuyên săn bắt cá mập tình cờ tái phát hiện một quần thể cá vây tay cổ đại mà giới nghiên cứu cho là đã tuyệt chủng.,Một nhóm ngưu dân Nam Phi chuyên săn bắt cá mập thực chất là các nhà nghiên cứu.,1
"Sáng 7/5, đại diện FLC cho biết, thấy nam thanh niên đăng thông tin thất thiệt, gây tổn hại hình ảnh của ông Quyết nên báo cơ quan chức năng truy tìm, xử lý.",Chiều 7/5 nam thanh niên đã gặp ông Quyết để xin lỗi và bồi thường về những tổn thất mà mình đã gây ra.,1
Tàu và thiết bị quan trắc rác thải nhựa đại dương trị giá 1 tỉ 400 triệu Yên được Nhật tài trợ Việt Nam để tăng khả năng nghiên cứu biển.,Nhật tài trợ Việt Nam 1 tỉ 400 triệu Yên để mua tàu và thiết bị quan trắc rác thải nhựa đại dương.,2
Trường Chadwick sắp khai trương tại Ecopark nằm trong top 25 trường phổ thông liên cấp tốt nhất nước Mỹ.,"Trường Chadwick chuẩn bị đưa vào hoạt động ở Ecopark, Mỹ.",0
Tàu và thiết bị quan trắc rác thải nhựa đại dương trị giá 1 tỉ 400 triệu Yên được Nhật tài trợ Việt Nam để tăng khả năng nghiên cứu biển.,Khả năng nghiên cứu của Việt Nam được tăng lên nhờ sự trợ giúp từ đất nước mặt trời mọc.,0
"Va chạm khiến xe ba bánh văng ra sát lề, trong khi người điều khiển suýt bay đập vào cột điện.",Người điều khiển suýt bay đập vào cột điện làm chiếc xe ba bánh văng ra sát lề.,2
"Cục Phòng vệ thương mại (Bộ Công Thương Việt Nam) cho biết các nước xuất khẩu mật ong bị DOC tiếp nhận hồ sơ điều tra chống bán phá giá lần này gồm: Argentina, Brazil, Ấn Độ, Ukraine, Việt Nam.",Cục Phòng vệ thương mại (Bộ Công Thương Việt Nam) tiếp nhận hồ sơ điều tra chống bán phá giá.,2
"Ý tưởng này giải đáp câu hỏi tại sao những loài thú lớn như voi, hà mã, ngựa, lạc đà, sư tử hay khỉ đột đều có thời gian ngáp ngắn hơn con người.",Không phải loài động vật nào có cơ thể lớn cũng sẽ có thời gian ngáp dài hơn.,0
"Người phụ nữ được đưa đi cấp cứu, không nguy hiểm tính mạng.","Người phụ nữ không nguy hiểm tính mạng, được đưa đi cấp cứu.",2
"Theo thiếu tướng Lượng, yêu cầu nhiệm vụ lần này phức tạp và kéo dài.","Phía trên có phần xem nhẹ nhiệm vụ này, cho rằng cần ít lực lượng và không đáng quan tâm.",2
"Trước những tranh cãi, Trương Quốc Lập đăng bức ảnh làm ca đêm khác và viết: ""Vẫn là đêm muộn.",Bức ảnh làm ca đêm của Trương Quốc Lập đã gây ra những tranh cãi do ảnh quá xấu.,1
"Theo Samsung, người dùng có quỹ thời gian và kinh phí eo hẹp có thể xem xét đến tủ lạnh công nghệ Twin Cooling Plus.",Người dùng có quỹ thời gian và kinh phí eo hẹp sẽ mua tủ lạnh công nghệ Twin Cooling Plus của Samsung.,1
"""Các cháu đến đây với vẻ rất run sợ.",Những đứa trẻ đã rất hoảng.,0
"Tình trạng thiếu chip diễn ra khi các hãng xe đang bắt đầu sản xuất những chiếc ôtô thông minh hơn và an toàn hơn, đòi hỏi sự hỗ trợ nhiều hơn từ máy tính.",Ngành ô tô ngày càng thiếu xót và thụt lùi.,2
"Anh Nguyễn Hiếu (Bắc Giang) cho biết, du khách đến xem chương trình biểu diễn nghệ thuật từ rất sớm, ngồi và đứng kín khu vực sân quần.",Du khách không chần chừ đến đợi sự kiện.,0
"Theo Wu Blockchain, tài khoản Twitter đứng sau website chuyên về tiền ảo Trung Quốc Wublock, chỉ số Hashrate - được tính bằng tổng năng lực giải thuật toán của các máy tính tham gia mạng lưới - của các nhóm khai thác Bitcoin hàng đầu ở Trung Quốc giảm mạnh.",Nghiên cứu cho thấy thị trường tiền ảo ở Trung Quốc đang khởi sắc.,2
Ra mắt được hai năm nhưng Tourneo đã sớm chia tay thị trường Việt và chưa có kế hoạch quay trở lại.,Thị trường Việt vẫn còn sản xuất Tourneo.,2
"Cao Đức Trung, Giám đốc Công ty bất động sản Trung Land bị bắt giam để điều tra hành vi Lừa đảo chiếm đoạt tài sản.",Nhiều nhà đầu tư có hành vi lừa đảo chiếm đoạt tài sản của khách hàng.,1
"Ngày 13/5, một thành viên trên diễn đàn chuyên mua bán dữ liệu của hacker đã đăng tải hàng nghìn chứng minh thư nhân dân cũ và khẳng định đang sở hữu lượng lớn dữ liệu KYC (Know Your Customer) - dữ liệu để xác minh thông tin người dùng.",Chỉ có duy nhất diễn đàn chuyên mua bán dữ liệu của hacker này là rao bán thông tin cá nhân của người khác.,1
Nội dung này được Sở Công thương đề cập trong tờ trình Về phê duyệt đề án mở rộng thí điểm đầu tư lắp đặt hệ thống điện mặt trời mái nhà tại trụ sở công trên địa bàn vừa gửi UBND TP HCM.,Đề án mở rộng thí điểm lắp các hệ thống điện năng mặt trời của Sở Côgn thương bị UBND TP HCM từ chối triển khai.,1
"Tuấn Linh trưởng thành từ lò đào tạo Quảng Ninh, chơi cho đội một suốt 10 năm.",Suốt 10 năm luôn có 1 thành viên không bao giờ rời đội là Tuấn Linh.,0
"Ông từng là Bí thư Đoàn trường Đại học Quốc gia Hà Nội; Tổng thư ký Ủy ban Hòa Bình thành phố Hà Nội, Chánh Văn phòng, Trưởng ban Chính trị và Công tác học sinh sinh viên, Đại học Quốc gia Hà Nội.",Người Đàn ông đã gắn bó với nhiều chức vụ liên quan đến giáo dục.,0
"""Đạo luật Goo Hara"", đặt theo tên cố ca sĩ Hàn, quy định cha mẹ không nuôi dạy con sẽ không được hưởng thừa kế khi con họ qua đời.",Hàn Quốc ban hành đạo luật quy định cha mẹ sẽ không được hưởng thừa kế khi con qua đời nếu họ không nuôi dạy con.,0
"Cơ quan điều tra xác định, đến ngày bị khởi tố Dương thu lợi bất chính gần 150 triệu đồng.",Cho đến ngày khởi tố Dương đã thu được hơn 100 triệu đồng.,0
"Nhờ chiến lược xét nghiệm này, đợt dịch thứ hai, thành phố đã khoanh vùng, truy vết toàn bộ các khu vực có ca nghi nhiễm từng ở hoặc từng đến, lấy mẫu đại diện trong toàn dân và khống chế được dịch trong một tháng.","Nhờ hướng đi đúng đắn, trong 1 tháng đã nhanh chóng truy vết toàn bộ các khu vực có ca nghi nhiễm.",0
"Britton cho biết, cá sấu thường sử dụng tư thế này khi săn những đàn cá lớn.",Được Britton cho biết nên cá sấu đã sử dụng tư thế này khi đi săn những đàn cá lớn.,2
Một nguồn tin thân cận với Rolls-Royce cho biết mới đây hãng đã bán nhiều mẫu xe đặc biệt thông qua ứng dụng WeChat của Trung Quốc.,Một nguồn tin thân cận với Rolls-Royce cho biết mới đây hãng tin này đã bán nhiều mẫu xe đặc biệt thông qua ứng dụng WeChat của Trung Quốc.,2
"Thanh niên 28 tuổi bị phạt 7,5 triệu đồng vì viết và đăng video thất thiệt về ông Trịnh Văn Quyết, Chủ tịch Công ty Cổ phần Tập đoàn FLC, trên TikTok.",Thanh niên sinh năm 1994 bị phạt do đăng tin sai sự thật trên nền tảng video và mạng xã hội làm ảnh hưởng đến người khác.,0
"Lê Hữu Nam - tác giả ""Mật ngữ rừng xanh"", ""7 chuyến du hành vào thiên nhiên"" - qua đời ở tuổi 35, sau thời gian dài bệnh tim.","Tác phẩm ""7 chuyến du hành vào thiên nhiên"" do Lê Hữu Nam sáng tác.",0
"Làm việc với Bộ phận thường trực đặc biệt hỗ trợ chống Covid-19 của Bộ Y tế ngày 20/5, Giám đốc Sở Y tế Bắc Ninh Tô Thị Mai Hoa cho biết hiện số ca Covid-19 tại Bắc Ninh là 371 ca tại 7 huyện/thị xã, thành phố.",Số ca Covid-19 tại Bắc Ninh sắp chạm mốc 400.,1
"Tiến sĩ Lê Hồng Phước - chuyên nghiên cứu ngành lịch sử văn hóa của Đại học Khoa học Xã hội và Nhân văn TP HCM - đánh giá, dù lớn tuổi, Hà Nam Quang vẫn giữ bút lực khỏe, với loạt sáng tác chứng tỏ bề dày vốn sống.",Tài năng của Hà Quang Nam được nhiều người công nhận.,0
"Ngày 5/4, trong phương án tuyển sinh dự kiến được Đại học Sư phạm TP HCM công bố có 3.770 chỉ tiêu cho các ngành sư phạm và ngoài sư phạm.",Đại học Sư phạm TP HCM là trường top đầu về giảng dạy ngành sư phạm và ngoài sư phạm.,1
"Cây bút cho biết nhiều phụ huynh than thở với chị rằng, đến tuổi dậy thì, con họ như biến thành người khác, tự xây bức tường ngăn cách.",Nhiều phụ huynh thanh thở với chị là con của họ dậy thì rất sớm so với họ hồi trước.,1
"Các bác sĩ kết luận Mcyen đã mắc hội chứng ""nói giọng nước ngoài"", thường xảy ra sau khi trải qua phẫu thuật, chấn thương vùng não hoặc đột quỵ.",Mcyen bị câm.,2
"Thị Bé Hằng học lớp 4 và hai em lớp 1 ở huyện Giồng Riềng trên đường đi học về nhặt được bọc tiền có 42 triệu đồng, nhờ công an trả lại người mất.","Thị Bé Hằng sống theo phương châm ""Nhặt được của rơi tạm thời đút túi"".",2
"""Nguồn cung trong hai tháng đầu quý vừa qua vẫn ổn vì khách hàng của Foxconn đều rất lớn.",Người mua hàng của Foxconn đang ở mức thấp bởi vì họ chẳng tin tưởng nguồn cung ra thị trường trong hai tháng đầu quý.,2
"Quyết định trên được cho là động thái gỡ rối với những trường đã chuẩn bị phương án kiểm tra trực tuyến, nhưng chưa kịp thực hiện thì Sở Giáo dục và Đào tạo Hà Nội cho học sinh nghỉ hè.",Sở Giáo dục và Đào tạo cho học sinh nghỉ hè là động thái gỡ rối với những trường đã kịp chuẩn bị kiểm tra trực tuyến.,2
"Nhà hàng ở TP HCM là của Peter Cuong Franklin, một đầu bếp tiên phong với phong cách ẩm thực Việt Nam và châu Á hiện đại.",Peter Cuong Franklin là người có phong cách thời trang bậc nhất châu Á.,1
"""Tôi không thể thờ ơ vì tôi thực sự quan tâm đến thiên nhiên.",Sự quan tâm dành cho thiên nhiên không cho phép tôi phớt lờ nó.,0
"Sáng 27/5, trung úy Nguyễn Đặng Quang Vinh và hạ sĩ Huỳnh Minh Nam, Phòng cảnh sát cơ động Đăk Lăk, tuần tra trên đường Hùng Vương, phát hiện ba nam sinh đi trên một xe đạp điện vượt đèn đỏ, không đội mũ bảo hiểm nên yêu cầu dừng xe.",Phòng cảnh sát cơ động Đăk Lăk nằm trên đường Hùng Vương.,1
"Theo giới quan sát, động thái mới cho thấy chính quyền Biden đang tiếp tục củng cố quan điểm cứng rắn với Huawei.",Động thái mới cho thấy chính quyền Biden đang tiếp tục gây ảnh hưởng đến Huawei.,1
"Sau khi từ Heerenveen trở về, Văn Hậu chấn thương trong trận giao hữu Hà Nội - Viettel hồi tháng 9/2020.",Người Việt ta luôn ở trong nước do bị cấm vận.,2
"""Là một nhà khoa học hải dương và đã câu cá từ nhỏ, tôi đã thấy khá nhiều động vật ký sinh trên cá và cá mập"", Don chia sẻ.",Don là nhà khoa học hải dương biết tuốt.,1
"Cũng qua kiểm tra, Sở Giáo dục và Đào tạo Hà Nội nhận thấy nhiều trường chưa nộp báo cáo tài chính và quyết toán thuế năm 2020.",Sở Giáo dục và Đào tạo Hà Nội kiểm tra từng trường và thu đầy đủ các tiền hồ sơ giấy tờ.,2
"Hôm 29/4, trang SBS News, KPop Stars đưa tin luật được thông qua hai ngày trước đó, có hiệu lực đến năm 2025, nhằm hướng đến xây dựng gia đình lành mạnh.",Luật vẫn còn hiệu lực vào năm 2025.,2
"Trong 157 trụ sở có 107 toà nhà của sở ngành, quận huyện và các đơn vị trực thuộc; 15 bệnh viện công và 35 trường học công.",Có 15 trường học công trong số 157 trụ sở.,2
"Phó trưởng khoa Hồi sức tích cực, hai điều dưỡng chuyên môn hồi sức tích cực của bệnh viện Phổi, tới Bệnh viện Bệnh nhiệt đới Trung ương sáng nay.","Phó trưởng khoa Hồi sức tích cực có nhiệm vụ điều trị và chăm sóc tích cực những người bệnh từ bệnh viện Phổi, Bệnh nhiệt đới.",1
"""Nghi phạm là bạn trai của một trong những nạn nhân nữ.",Nghi phạm có quan hệ tình cảm với một trong những nạn nhân.,0
"Chiếc đèn bằng đồng được chôn dưới móng nhà, nhiều khả năng dùng cho một nghi thức mang lại may mắn cho những người sống bên trong.",Các thợ xây dựng đều truyền nhau loại bùa giúp đỡ cho gia chủ gặp nhiều may mắn và điều này phải được thực hiện âm thầm.,1
"Trước đó, UBND TP Đà Lạt ra văn bản yêu cầu không tổ chức các hoạt động tập trung đông người không cần thiết như lễ hội, phố đi bộ, chợ đêm từ 19h ngày 3/5.",Cơ quan có thẩm quyền Đà Lạt đã ra chỉ thị chống dịch sau ngày 2/5.,0
"Thị trưởng Antonino Camarda hy vọng dự án đầy tham vọng sẽ thổi luồng sinh khí cho thị trấn, trong bối cảnh dân số giảm từ 14.000 người vào đầu những năm 1900 xuống 3.000 người hiện nay.","Bắt đầu thế kỉ 20, dân số tại thị trấn đã giảm còn 3.000.",2
"Trải qua hàng nghìn năm lịch sử, đến năm 1949, ngôi đền bị chiến tranh tàn phá chỉ còn lại nền đất.","Hiện tại, ngôi đền chỉ còn lại nền đất.",1
"Quyết định trên được cho là động thái gỡ rối với những trường đã chuẩn bị phương án kiểm tra trực tuyến, nhưng chưa kịp thực hiện thì Sở Giáo dục và Đào tạo Hà Nội cho học sinh nghỉ hè.",Quyết định chưa kịp thực hiện là do tình hình dịch diễn biến phức tạp nên Sở Giáo dục đã cho học sinh nghỉ hè.,1
"11 đầu sách giáo khoa lớp 2, 15 đầu sách lớp 6 được chọn sử dụng cho tất cả trường năm học 2021-2022, theo quyết định của UBND TP HCM ngày 7/4.",Số lượng môn học ở cấp hai là nhiều hơn tiểu học.,0
"Chiều 14/5, Sở Y tế Hà Nội gửi văn bản đến các quận, huyện, thị xã yêu cầu thực hiện nội dung trên.","Văn bản sau khi được kiểm duyệt kĩ càng thì Sở Y tế Hà Nội mới gửi xuống quận, huyện thị xã.",1
"Mark Liu, chủ tịch của TSMC (Đài Loan), cũng là hãng sản xuất chip theo hợp đồng lớn nhất thế giới, nói rằng hãng này chỉ có thể bắt đầu đáp ứng đủ nhu cầu tối thiểu của khách hàng ngành ôtô vào tháng 6 này.",TSMC chuyên về linh kiện điện tử.,0
"Nguyễn Thị Kim Huy, 54 tuổi, chủ khách sạn ở TP Long Xuyên tổ chức cho 25 người Trung Quốc vượt biên trái phép sang Campuchia.","Nguyễn Thị Kim Huy, 54 tuổi, chủ khách sạn ở TP Long Xuyên tổ chức cho 25 người Trung Quốc làm việc trái phép sang Campuchia.",2
"So với Volkswagen Atlas (Mỹ) hay Teramont (Trung Quốc), Talagon dài hơn 112 mm, rộng hơn 12 mm và cao hơn 15 mm.",Những chiếc ô tô được thiết kế không quá chính xác về kích thước.,2
"Tuy nhiên, chỉ vài phút sau khi phóng, trục trặc xảy ra khiến hai vệ tinh thương mại này không thể bay tới quỹ đạo.",Bệ phóng của hai vệ tinh thương mại đã gặp sự cố về góc phóng.,1
"Hãng Marvel hé lộ tương lai nhân vật Captain America thông qua tập cuối series ""The Falcon and The Winter Soldier"".",Anh hùng Captain America là nữ.,2
"Từ nay đến hết 19/4, Vietravel tung nhiều gói du lịch nghỉ dưỡng, khám phá, khởi hành từ TP HCM với mức giá ""chạm sàn"".","Vietravel tung ra nhiều gói cước nghỉ dưỡng với giá siêu rẻ, xuất phát từ TP HCM.",0
"Khoảnh khắc đó, bà Margaret bất ngờ khi nhìn thấy chồng xuất hiện.",Vợ chồng Margaret rất hòa thuận.,1
"Năm học 2021-2022, 7 trường THCS của Hà Nội dừng tuyển sinh hệ song bằng lớp 6 do thời hạn 3 năm thí điểm chương trình đã kết thúc.","Cuối năm học 2022, 7 trường THCS của Hà Nội sẽ tổ chức tuyển sinh chính quy thay vì tuyển sinh hệ song bằng.",1
"Cho rằng ông Đàm là người lừa đảo gia đình mình còn kiện ra tòa, Toàn nảy sinh ý định sẽ bắt người này giao cho công an.","Toàn cùng đồng bọn chọn thời điểm thích hợp, uy hiếp gia đình ông Đàm giao nộp cho công an.",1
"Báo cáo tình hình triển khai tuyến cao tốc gửi UBND thành phố hôm 18/5, Sở Giao thông Vận tải cho biết đã hoàn chỉnh báo cáo nghiên cứu tiền khả thi dự án với tổng mức đầu tư 15.900 tỷ đồng.",Sau ngày 18/5 Sở Giao thông Vận tải đã có báo cáo gửi UBND.,2
Canto cho biết ý tưởng đến với mình khi quá bực bội vì bị bố mẹ mắng mỏ.,Chính áp lực từ gia đình đã tạo nên động lực cho Canto hoàn thành ý tưởng này.,0
"Quy định này được đưa ra khi số trường hợp nhiễm Covid-19 tại Ấn Độ tăng nhanh, với hơn 300.000 ca mới mỗi ngày trong một tuần qua.","Quy định này được đưa ra khi số trường hợp nhiễm covid-19 của Ấn Độ tăng nhanh nhất thế giới, với 300.000 ca mỗi ngày",1
"Trong báo cáo mới trên tạp chí Med hôm 14/5, các nhà nghiên cứu từ Đại học Y khoa Tokyo của Nhật Bản và Trung tâm Y tế Bệnh viện Nhi Cincinnati của Mỹ, do Tiến sĩ Takanori Takebe dẫn đầu, lần đầu tiên cung cấp bằng chứng về quá trình thở bằng ruột ở chuột cống, chuột nhắt và lợn.",Đoàn nghiên cứu do Tiến sĩ Takanori Takebe dẫn đầu toàn là người Nhật.,2
"Gửi tiết kiệm, đầu tư tài chính và tham gia bảo hiểm nhân thọ là những cách giúp cha mẹ có khoản tiền dự trữ dành cho con",Con đầu tư tài chính giúp cha mẹ.,2
"Mỗi ounce giảm hàng chục USD tối 23/4, sau thông tin lạc quan về doanh số bán nhà mới tại Mỹ.","Theo thông tin về doanh số bán nhà mới tại Mỹ, mỗi ounce giảm hàng chục USD tối 23/4",0
"Soạn giả Hà Nam Quang tên thật là Hà Thị Mỹ Dung, sinh năm 1954 tại An Giang.","Hà Thị Mỹ Dung là soạn giả của Hà Quang Nam, sinh năm 1954.",2
Ứng viên muốn tham gia chương trình Top 10 Lãnh đạo công nghệ trẻ có thể gửi hồ sơ đến hết hôm nay (23/4). Vòng bình chọn sẽ diễn ra từ 26/4.,Người chiến thắng vòng bình chọn sẽ trở thành người duy nhất thắng trong cuộc thi Top 10 Lãnh đạo công nghệ trẻ.,1
"Theo nghiên cứu do Bose cùng Khoa Y tế Anschutz thuộc Đại học Colorado và Trung tâm Đổi mới UCHealth Care hợp tác thực hiện, 55 người tham gia sử dụng sản phẩm đều công nhận tiếng ồn được ngăn chặn hiệu quả; 76% nói rằng giúp họ ngủ ngon; 8 trong số 10 người tham gia báo cáo khẳng định chất lượng giấc ngủ tổng thể của họ được cải thiện.",Điều khiến chiếc tai nghe trở nên nổi bật hơn là khả năng chống ồn hiệu quả.,0
"Khoảng 16h30 ngày 16/5, trên chiếc taxi hãng G7 tại khu đô thị Thanh Hà, Sáu đã cầm dao gây án với tài xế.",Sáu đã đi taxi hãng G7.,1
"Bi kịch xảy ra khi Mari Hoon, 28 tuổi và Jean Vosloo, 25 tuổi đến từ thành phố Gauteng, Nam Phi đang tận hưởng kỳ nghỉ tại trang trại Zuuranys ở Kareedouw cùng bạn bè.","Mari Hoon, 28 tuổi và Jean Vosloo, 25 tuổi đến từ thành phố Gauteng, Nam Phi cùng bạn bè đã tận hưởng trọn vẹn kỳ nghỉ tại trang trại Zuuranys ở Kareedouw vô cùng thích thú và vui vẻ.",2
"Trong thời gian 14 ngày qua, ông không đi đâu xa, chỉ tiếp xúc với vợ, con trai, con rể, con gái và nhóm thợ.","Trong 14 ngày, ông không đi đâu.",2
"Don Marx, sinh viên sinh học hải dương đến từ Cape Town bắt được con cá thợ mộc có rận ăn lưỡi ký sinh trong miệng khi đi câu gần mũi Cape Agulhas.",Don Marx bắt được rất nhiều cá thợ mộc ở Cape Agulhas.,1
"Điều tra ban đầu của công an tỉnh Vĩnh Phúc xác định, video ghi lại cảnh các tiếp viên nữ ăn mặc hở hang không phải ở quán bar Sunny.",Quán bar Sunny không phạm tội theo điều tra của công an tỉnh Vĩnh Phúc.,0
"Các enzyme được bọc trong polymer, sau đó đặt vào sợi nhựa.","Với sự gia tăng enzyme vào trong sợi nhựa, ta sẽ có một loại nhựa mới.",1
"Mini-series The Falcon and the Winter Soldier, phát hành tập cuối hôm 23/4, lấy bối cảnh sau trận chiến với Thanos trong Avengers: Endgame (2019).",Trước hôm 23/4 Mini-series The Falcon and the Winter Soldier phát hành bản cuối phim.,2
"Trong báo cáo gửi Chính phủ, tỉnh Ninh Bình đề nghị Thủ tướng, Bộ Giao thông Vận tải bổ sung cảng hàng không Ninh Bình vào quy hoạch tổng thể phát triển cảng hàng không, sân bay giai đoạn 2021-2030, định hướng đến 2050.","Trong báo cáo gửi Chính phủ, tỉnh Ninh Bình đề xuất phát triển cảng hàng không, và vẫn đang chờ được phê duyện thời gian bắt đầu thi hành từ Bộ Giao thông Vận tải.",2
"Với xét theo điểm thi, thí sinh phải đạt được ngưỡng đảm bảo chất lượng đầu vào do trường quy định.",Về thi tốt nghiệp vẫn sẽ do nhà trường quy định điểm số mà thí sinh dảm bảo chất lượng nhà trường.,0
"Người đàn ông 45 tuổi, địa chỉ ở Núi Trúc, Giảng Võ, ăn tối cùng cựu giám đốc Hacinco ngày 11/5.",Người đàn ông U40 ăn tối cùng cựu giám đốc Hacinco ngày 11/5.,2
"Theo điều tra từ Phòng Giáo dục, sự việc xảy ra ngày 12/4, sau khi Liu cởi giày, chuẩn bị đưa trẻ đến khu vui chơi.",Chưa đến giữa tháng tư là thời gian hành vị tội ác của Liu được thực hiện.,0
"""Chuyên gia Li Huan Ning đã xin được gia hạn visa"", Chủ tịch Liên đoàn Bóng chuyền Việt Nam Lê Văn Thành chia sẻ hôm nay 5/5.","Vào một ngày tháng 5, ""Chuyên gia Li Huan Ning đã xin được gia hạn visa"", Chủ tịch Liên đoàn Bóng chuyền Việt Nam Lê Văn Thành chia sẻ.",2
"""Anh em đã chuẩn bị sẵn sàng tinh thần cách ly tại bệnh viện trong thời gian dài"", bác sĩ Nhung cho biết.",Bác sĩ Nhung có công việc chính thức đó chính là làm công nhân bốc rác.,2
"Talagon trở thành mẫu xe gầm cao lớn nhất của thương hiệu Volkswagen tại Trung Quốc, đồng thời cũng là sản phẩm dành riêng cho thị trường này.",Talogon là mẫu xe độc quyền dành cho khách hàng tại đất nước tỷ dân.,0
"Đang hừng hực khí thế ở đỉnh bảng, nhưng HLV trưởng HAGL vẫn tôn trọng quyết định hoãn V-League 2021 để phòng chống Covid-19.",Dịch Corona là nguyên nhân khiến giải bóng đá vô địch quốc gia Việt Nam bị hoãn.,0
"Từ khi khoác áo Man Utd hồi tháng 1/2020, Fernandes đã kiến tạo và trực tiếp lập công tổng cộng 44 bàn trong 50 trận Ngoại hạng Anh.","Từ khi nhận được sự huấn luyện của Man Utd, Fernandes tiến bộ vượt bậc khi mang về gần 50 bàn.",0
"Những ngày qua, Cảng hàng không quốc tế Nội Bài đã tăng cường phối hợp với các hãng hàng không, các đơn vị phục vụ mặt đất, thống nhất biện pháp kiểm soát khai báo y tế và bố trí lực lượng kiểm soát, hỗ trợ khai báo y tế điện tử.","Lực lượng kiểm soát, hỗ trợ khai báo y tế điện tử hiện đang được bố trí tại Cảng hàng không quốc tế Nội Bài.",1
"Với lịch sử gần 100 năm, trường phổ thông liên cấp Chadwick là một trong những trường tư thục hàng đầu, nằm trong top 1,6% trường liên cấp có kết quả tốt nhất nước Mỹ.",Trường Chadwick là trường tư thục hàng đầu có kết quả tốt nhất suốt 100 năm.,1
"Thông qua tích hợp kiểm soát tàu, độ bám, mạng lưới, phanh, công nghệ tránh va chạm và nhiều nền tảng điều khiển khác, TACS cung cấp bước nhảy vọt về kỹ thuật đối với tàu điện ngầm, từ lái tự động thuần túy tới vận hành tự động thông minh.","Những tính chất như độ bám, mạng lưới, phanh,... sẽ được cải tiến theo từng mùa khi có thời tiết thay đổi để phù hợp từng giai đoạn.",1
Đây là lần đầu tiên Đoàn Văn Hậu tập bình thường cùng các đồng đội từ khi tuyển Việt Nam hội quân chuẩn bị đá ba trận còn lại bảng G vòng loại World Cup 2022.,Việt Nam chưa đủ đẳng cấp để được thi đấu Giải bóng Vô địch Thế giới.,2
Bitcoin giảm giá cũng kéo theo cả thị trường tiền mã hóa gần như đỏ rực.,Thị trường tiền mã hóa giảm giá cũng kéo theo giá trị của Bitcoin giảm.,2
"Theo tiếp viên người Mỹ Linda Ferguson, người có kinh nghiệm bay 24 năm trên bầu trời, cho biết đây lại là bộ phận bẩn nhất trên máy bay.","Vị trí đó khá bẩn nhưng vẫn được nhiều người chọn, theo tiếp viên người Mỹ Linda Ferguson.",1
Lễ công bố quyết định của Bộ Chính trị được tổ chức sáng 13/5.,Quyết định đã được công bố bởi Chính phủ vào gần giữa năm nay.,0
May mắn xe dạt vào gần bờ và mắc lại sau khi bị cuốn đi một đoạn.,Chiếc xe tìm thấy tại vị trí rơi xuống không xa.,2
"Theo Business Korea, sau thông báo rút khỏi thị trường smartphone, LG sẽ tiến hành các bước tiếp theo để đóng cửa các nhà máy ở Hải Phòng (Việt Nam), Taubate (Brazil) và Thanh Đảo (Trung Quốc).","Các nhà máy của LG ở Hải Phòng, Việt Nam, Taubate, Brazil, Thanh Đảo và Trung Quốc sẽ bị đóng cửa.",2
"Quá trình làm món đậu phụ lông đòi hỏi người thợ khéo léo, cần nhiều năm kinh nghiệm để thành công.","Người thợ khéo léo, có nhiều năm kinh nghiệm để làm ra món đậu phụ thành công là người lớn tuổi.",1
"Bộ ảnh mang phong cách mùa hè nhiệt đới, gợi không khí của Florida, Mỹ - nơi đang diễn ra cuộc thi nhan sắc quốc tế.",Bộ ảnh của mùa hè nhiệt đới.,2
"Tôi được chẩn đoán vô sinh, đang thực hiện quá trình thụ tinh trong ống nghiệm nhưng 4 lần lấy trứng vẫn không có trứng. Tôi có nên tiếp tục không? (Lan, Cầu Giấy)",Chị Lan ở Cầu giấy được chuẩn đoán bị vô sinh.,0
"Đầu tháng 3/2020, Thịnh cùng các bạn đi tìm nguồn nguyên liệu tại các quán nước trong khu.",Bạn bè của Thịnh cùng cậu đi tìm nguyên liệu vào quý 2 năm Canh Tý.,2
Văn Hậu chưa đá trận nào trong nửa năm qua.,Đoàn Văn Hậu không muốn đá trong suốt nửa năm qua.,1
"10 người bị thương sau tai nạn, trong đó 5 người phải vào việc dù vết thương không quá nguy hiểm đến tính mạng, 5 người được điều trị tại hiện trường.",Dù vết thương không quá nguy hiểm nhưng nửa già số nạn nhân vẫn phải nhập viện sau tai nạn.,2
Dòng nước cuồn cuộn cuốn theo chiếc ôtô.,"Trong khoảnh khắc, xe hơi là hoàn toàn mắc kẹt trong dòng lũ và không lâu sau đã xuôi theo dòng nước.",1
"Các trường được yêu cầu tổ chức bài kiểm tra trực tiếp tại lớp, điều chỉnh kế hoạch dạy học, xây dựng việc học trực tuyến để hoàn thành chương trình theo khung thời gian năm học 2020-2021 (kết thúc năm học ngày 24-29/5).","Theo kế hoạch, năm học sẽ kết thúc vào tuần cuối cùng của quý hai.",0
"""Việc sử dụng thông tin, phát tán tờ rơi in logo và thương hiệu EVN khi chưa được sự chấp thuận, cho phép của EVN là ""hành vi có dấu hiệu lừa đảo, vi phạm pháp luật"", EVN khẳng định.","""Khi chưa có sự đồng ý của EVN mà lại sử dụng hình ảnh công ty là việc làm phạm pháp"", EVN khẳng định.",0
"Được chơi hơn người với cách biệt hai bàn, trước một đối thủ yếu - đã toàn thua năm trận sân khách gần nhất, PSG hoàn toàn làm chủ cuộc chơi.","Sau khi bị PSG chơi trên cơ và đã toàn thua năm trận sân khách gần nhất, đội bóng này sẽ giải thể.",1
"Goo Hara tự tử tại nhà riêng hồi tháng 11/2019, ở tuổi 28.",Goo Hara sở hữu nhiều căn nhà.,1
